,season,round,circuit_id,date,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,date_of_birth,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points_after_race,constructor_wins_after_race,constructor_standings_pos_after_race,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time
0,2014,1,albert_park,2014-03-16,0,0,0,0,0,rosberg,1985-06-27,German,mercedes,3,1,0.0,0.0,0.0,25.0,1,2,0.0,0.0,0.0,01:44.6
1,2014,1,albert_park,2014-03-16,0,0,0,0,0,kevin_magnussen,1992-10-05,Danish,mclaren,4,2,0.0,0.0,0.0,33.0,0,1,0.0,0.0,0.0,01:45.7
2,2014,1,albert_park,2014-03-16,0,0,0,0,0,button,1980-01-19,British,mclaren,10,3,0.0,0.0,0.0,33.0,0,1,0.0,0.0,0.0,01:44.4
3,2014,1,albert_park,2014-03-16,0,0,0,0,0,alonso,1981-07-29,Spanish,ferrari,5,4,0.0,0.0,0.0,18.0,0,3,0.0,0.0,0.0,01:45.8
4,2014,1,albert_park,2014-03-16,0,0,0,0,0,bottas,1989-08-28,Finnish,williams,15,5,0.0,0.0,0.0,10.0,0,4,0.0,0.0,0.0,01:48.1
5,2014,1,albert_park,2014-03-16,0,0,0,0,0,hulkenberg,1987-08-19,German,force_india,7,6,0.0,0.0,0.0,9.0,0,5,0.0,0.0,0.0,01:46.0
6,2014,1,albert_park,2014-03-16,0,0,0,0,0,raikkonen,1979-10-17,Finnish,ferrari,11,7,0.0,0.0,0.0,18.0,0,3,0.0,0.0,0.0,01:44.5
7,2014,1,albert_park,2014-03-16,0,0,0,0,0,vergne,1990-04-25,French,toro_rosso,6,8,0.0,0.0,0.0,6.0,0,6,0.0,0.0,0.0,01:45.9
8,2014,1,albert_park,2014-03-16,0,0,0,0,0,kvyat,1994-04-26,Russian,toro_rosso,8,9,0.0,0.0,0.0,6.0,0,6,0.0,0.0,0.0,01:47.4
9,2014,1,albert_park,2014-03-16,0,0,0,0,0,perez,1990-01-26,Mexican,force_india,16,10,0.0,0.0,0.0,9.0,0,5,0.0,0.0,0.0,01:47.3
10,2014,1,albert_park,2014-03-16,0,0,0,0,0,sutil,1983-01-11,German,sauber,13,11,0.0,0.0,0.0,0.0,0,7,0.0,0.0,0.0,01:45.7
11,2014,1,albert_park,2014-03-16,0,0,0,0,0,gutierrez,1991-08-05,Mexican,sauber,20,12,0.0,0.0,0.0,0.0,0,7,0.0,0.0,0.0,01:35.1
12,2014,1,albert_park,2014-03-16,0,0,0,0,0,chilton,1991-04-21,British,marussia,17,13,0.0,0.0,0.0,0.0,0,8,0.0,0.0,0.0,01:34.3
13,2014,1,albert_park,2014-03-16,0,0,0,0,0,jules_bianchi,1989-08-03,French,marussia,18,14,0.0,0.0,0.0,0.0,0,8,0.0,0.0,0.0,01:34.8
14,2014,1,albert_park,2014-03-16,0,0,0,0,0,maldonado,1985-03-09,Venezuelan,lotus_f1,21,16,0.0,0.0,0.0,0.0,0,9,0.0,0.0,0.0,0:00
15,2014,1,albert_park,2014-03-16,0,0,0,0,0,ericsson,1990-09-02,Swedish,caterham,19,17,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,01:35.2
16,2014,1,albert_park,2014-03-16,0,0,0,0,0,vettel,1987-07-03,German,red_bull,12,18,0.0,0.0,0.0,0.0,0,11,0.0,0.0,0.0,01:44.7
17,2014,1,albert_park,2014-03-16,0,0,0,0,0,hamilton,1985-01-07,British,mercedes,1,19,0.0,0.0,0.0,25.0,1,2,0.0,0.0,0.0,01:44.2
18,2014,1,albert_park,2014-03-16,0,0,0,0,0,massa,1981-04-25,Brazilian,williams,9,20,0.0,0.0,0.0,10.0,0,4,0.0,0.0,0.0,01:48.1
19,2014,1,albert_park,2014-03-16,0,0,0,0,0,kobayashi,1986-09-13,Japanese,caterham,14,21,0.0,0.0,0.0,0.0,0,10,0.0,0.0,0.0,01:45.9
20,2014,1,albert_park,2014-03-16,0,0,0,0,0,ricciardo,1989-07-01,Australian,red_bull,2,22,0.0,0.0,0.0,0.0,0,11,0.0,0.0,0.0,01:44.5
21,2014,2,sepang,2014-03-30,0,0,0,0,0,hamilton,1985-01-07,British,mercedes,1,1,0.0,0.0,19.0,68.0,2,1,25.0,1.0,2.0,01:59.4
22,2014,2,sepang,2014-03-30,0,0,0,0,0,rosberg,1985-06-27,German,mercedes,3,2,25.0,1.0,1.0,68.0,2,1,25.0,1.0,2.0,02:00.1
23,2014,2,sepang,2014-03-30,0,0,0,0,0,vettel,1987-07-03,German,red_bull,2,3,0.0,0.0,18.0,15.0,0,6,0.0,0.0,11.0,01:59.5
24,2014,2,sepang,2014-03-30,0,0,0,0,0,alonso,1981-07-29,Spanish,ferrari,4,4,12.0,0.0,4.0,30.0,0,3,18.0,0.0,3.0,02:00.2
25,2014,2,sepang,2014-03-30,0,0,0,0,0,hulkenberg,1987-08-19,German,force_india,7,5,8.0,0.0,6.0,19.0,0,5,9.0,0.0,5.0,02:01.7
26,2014,2,sepang,2014-03-30,0,0,0,0,0,button,1980-01-19,British,mclaren,10,6,15.0,0.0,3.0,43.0,0,2,33.0,0.0,1.0,02:04.1
27,2014,2,sepang,2014-03-30,0,0,0,0,0,massa,1981-04-25,Brazilian,williams,13,7,0.0,0.0,20.0,20.0,0,4,10.0,0.0,4.0,02:02.5
28,2014,2,sepang,2014-03-30,0,0,0,0,0,bottas,1989-08-28,Finnish,williams,18,8,10.0,0.0,5.0,20.0,0,4,10.0,0.0,4.0,02:02.8
29,2014,2,sepang,2014-03-30,0,0,0,0,0,kevin_magnussen,1992-10-05,Danish,mclaren,8,9,18.0,0.0,2.0,43.0,0,2,33.0,0.0,1.0,02:02.2
30,2014,2,sepang,2014-03-30,0,0,0,0,0,kvyat,1994-04-26,Russian,toro_rosso,11,10,2.0,0.0,9.0,7.0,0,7,6.0,0.0,6.0,02:02.4
31,2014,2,sepang,2014-03-30,0,0,0,0,0,grosjean,1986-04-17,French,lotus_f1,15,11,0.0,0.0,15.0,0.0,0,9,0.0,0.0,9.0,02:02.9
32,2014,2,sepang,2014-03-30,0,0,0,0,0,raikkonen,1979-10-17,Finnish,ferrari,6,12,6.0,0.0,7.0,30.0,0,3,18.0,0.0,3.0,02:01.2
33,2014,2,sepang,2014-03-30,0,0,0,0,0,kobayashi,1986-09-13,Japanese,caterham,20,13,0.0,0.0,21.0,0.0,0,10,0.0,0.0,10.0,02:03.6
34,2014,2,sepang,2014-03-30,0,0,0,0,0,ericsson,1990-09-02,Swedish,caterham,22,14,0.0,0.0,17.0,0.0,0,10,0.0,0.0,10.0,02:04.4
35,2014,2,sepang,2014-03-30,0,0,0,0,0,chilton,1991-04-21,British,marussia,21,15,0.0,0.0,13.0,0.0,0,11,0.0,0.0,8.0,02:04.4
36,2014,2,sepang,2014-03-30,0,0,0,0,0,ricciardo,1989-07-01,Australian,red_bull,5,16,0.0,0.0,22.0,15.0,0,6,0.0,0.0,11.0,02:00.5
37,2014,2,sepang,2014-03-30,0,0,0,0,0,gutierrez,1991-08-05,Mexican,sauber,12,17,0.0,0.0,12.0,0.0,0,8,0.0,0.0,7.0,02:02.4
38,2014,2,sepang,2014-03-30,0,0,0,0,0,sutil,1983-01-11,German,sauber,17,18,0.0,0.0,11.0,0.0,0,8,0.0,0.0,7.0,02:02.1
39,2014,2,sepang,2014-03-30,0,0,0,0,0,vergne,1990-04-25,French,toro_rosso,9,19,4.0,0.0,8.0,7.0,0,7,6.0,0.0,6.0,02:03.1
40,2014,2,sepang,2014-03-30,0,0,0,0,0,jules_bianchi,1989-08-03,French,marussia,19,20,0.0,0.0,14.0,0.0,0,11,0.0,0.0,8.0,02:02.7
41,2014,2,sepang,2014-03-30,0,0,0,0,0,maldonado,1985-03-09,Venezuelan,lotus_f1,16,21,0.0,0.0,16.0,0.0,0,9,0.0,0.0,9.0,02:02.1
42,2014,2,sepang,2014-03-30,0,0,0,0,0,perez,1990-01-26,Mexican,force_india,14,22,1.0,0.0,10.0,19.0,0,5,9.0,0.0,5.0,02:02.5
43,2014,3,bahrain,2014-04-06,0,0,1,0,0,hamilton,1985-01-07,British,mercedes,2,1,25.0,1.0,2.0,111.0,3,1,68.0,2.0,1.0,01:33.5
44,2014,3,bahrain,2014-04-06,0,0,1,0,0,rosberg,1985-06-27,German,mercedes,1,2,43.0,1.0,1.0,111.0,3,1,68.0,2.0,1.0,01:33.2
45,2014,3,bahrain,2014-04-06,0,0,1,0,0,perez,1990-01-26,Mexican,force_india,4,3,1.0,0.0,13.0,44.0,0,2,19.0,0.0,5.0,01:34.3
46,2014,3,bahrain,2014-04-06,0,0,1,0,0,ricciardo,1989-07-01,Australian,red_bull,13,4,0.0,0.0,22.0,35.0,0,4,15.0,0.0,6.0,01:34.1
47,2014,3,bahrain,2014-04-06,0,0,1,0,0,hulkenberg,1987-08-19,German,force_india,11,5,18.0,0.0,6.0,44.0,0,2,19.0,0.0,5.0,01:35.1
48,2014,3,bahrain,2014-04-06,0,0,1,0,0,vettel,1987-07-03,German,red_bull,10,6,15.0,0.0,7.0,35.0,0,4,15.0,0.0,6.0,01:35.0
49,2014,3,bahrain,2014-04-06,0,0,1,0,0,massa,1981-04-25,Brazilian,williams,7,7,6.0,0.0,10.0,30.0,0,6,20.0,0.0,4.0,01:34.5
50,2014,3,bahrain,2014-04-06,0,0,1,0,0,bottas,1989-08-28,Finnish,williams,3,8,14.0,0.0,8.0,30.0,0,6,20.0,0.0,4.0,01:34.2
51,2014,3,bahrain,2014-04-06,0,0,1,0,0,alonso,1981-07-29,Spanish,ferrari,9,9,24.0,0.0,3.0,33.0,0,5,30.0,0.0,3.0,01:35.0
52,2014,3,bahrain,2014-04-06,0,0,1,0,0,raikkonen,1979-10-17,Finnish,ferrari,5,10,6.0,0.0,9.0,33.0,0,5,30.0,0.0,3.0,01:34.4
53,2014,3,bahrain,2014-04-06,0,0,1,0,0,kvyat,1994-04-26,Russian,toro_rosso,12,11,3.0,0.0,12.0,7.0,0,7,7.0,0.0,7.0,01:35.1
54,2014,3,bahrain,2014-04-06,0,0,1,0,0,grosjean,1986-04-17,French,lotus_f1,16,12,0.0,0.0,14.0,0.0,0,8,0.0,0.0,9.0,01:35.9
55,2014,3,bahrain,2014-04-06,0,0,1,0,0,chilton,1991-04-21,British,marussia,21,13,0.0,0.0,17.0,0.0,0,10,0.0,0.0,11.0,01:37.9
56,2014,3,bahrain,2014-04-06,0,0,1,0,0,maldonado,1985-03-09,Venezuelan,lotus_f1,17,14,0.0,0.0,21.0,0.0,0,8,0.0,0.0,9.0,01:36.7
57,2014,3,bahrain,2014-04-06,0,0,1,0,0,kobayashi,1986-09-13,Japanese,caterham,18,15,0.0,0.0,18.0,0.0,0,11,0.0,0.0,10.0,01:37.1
58,2014,3,bahrain,2014-04-06,0,0,1,0,0,jules_bianchi,1989-08-03,French,marussia,19,16,0.0,0.0,20.0,0.0,0,10,0.0,0.0,11.0,01:37.3
59,2014,3,bahrain,2014-04-06,0,0,1,0,0,button,1980-01-19,British,mclaren,6,17,23.0,0.0,4.0,43.0,0,3,43.0,0.0,2.0,01:34.4
60,2014,3,bahrain,2014-04-06,0,0,1,0,0,kevin_magnussen,1992-10-05,Danish,mclaren,8,18,20.0,0.0,5.0,43.0,0,3,43.0,0.0,2.0,01:34.7
61,2014,3,bahrain,2014-04-06,0,0,1,0,0,gutierrez,1991-08-05,Mexican,sauber,15,19,0.0,0.0,16.0,0.0,0,9,0.0,0.0,8.0,01:35.9
62,2014,3,bahrain,2014-04-06,0,0,1,0,0,ericsson,1990-09-02,Swedish,caterham,20,20,0.0,0.0,19.0,0.0,0,11,0.0,0.0,10.0,01:37.9
63,2014,3,bahrain,2014-04-06,0,0,1,0,0,vergne,1990-04-25,French,toro_rosso,14,21,4.0,0.0,11.0,7.0,0,7,7.0,0.0,7.0,01:35.3
64,2014,3,bahrain,2014-04-06,0,0,1,0,0,sutil,1983-01-11,German,sauber,22,22,0.0,0.0,15.0,0.0,0,9,0.0,0.0,8.0,01:36.8
65,2014,4,shanghai,2014-04-20,0,0,1,0,0,hamilton,1985-01-07,British,mercedes,1,1,50.0,2.0,2.0,154.0,4,1,111.0,3.0,1.0,01:53.9
66,2014,4,shanghai,2014-04-20,0,0,1,0,0,rosberg,1985-06-27,German,mercedes,4,2,61.0,1.0,1.0,154.0,4,1,111.0,3.0,1.0,01:55.1
67,2014,4,shanghai,2014-04-20,0,0,1,0,0,alonso,1981-07-29,Spanish,ferrari,5,3,26.0,0.0,4.0,52.0,0,4,33.0,0.0,5.0,01:55.6
68,2014,4,shanghai,2014-04-20,0,0,1,0,0,ricciardo,1989-07-01,Australian,red_bull,2,4,12.0,0.0,10.0,57.0,0,2,35.0,0.0,4.0,01:54.5
69,2014,4,shanghai,2014-04-20,0,0,1,0,0,vettel,1987-07-03,German,red_bull,3,5,23.0,0.0,6.0,57.0,0,2,35.0,0.0,4.0,01:55.0
70,2014,4,shanghai,2014-04-20,0,0,1,0,0,hulkenberg,1987-08-19,German,force_india,8,6,28.0,0.0,3.0,54.0,0,3,44.0,0.0,2.0,01:56.4
71,2014,4,shanghai,2014-04-20,0,0,1,0,0,bottas,1989-08-28,Finnish,williams,7,7,18.0,0.0,8.0,36.0,0,6,30.0,0.0,6.0,01:56.3
72,2014,4,shanghai,2014-04-20,0,0,1,0,0,raikkonen,1979-10-17,Finnish,ferrari,11,8,7.0,0.0,12.0,52.0,0,4,33.0,0.0,5.0,01:56.9
73,2014,4,shanghai,2014-04-20,0,0,1,0,0,perez,1990-01-26,Mexican,force_india,16,9,16.0,0.0,9.0,54.0,0,3,44.0,0.0,2.0,01:58.3
74,2014,4,shanghai,2014-04-20,0,0,1,0,0,kvyat,1994-04-26,Russian,toro_rosso,13,10,3.0,0.0,14.0,8.0,0,7,7.0,0.0,7.0,01:57.3
75,2014,4,shanghai,2014-04-20,0,0,1,0,0,button,1980-01-19,British,mclaren,12,11,23.0,0.0,5.0,43.0,0,5,43.0,0.0,3.0,01:57.0
76,2014,4,shanghai,2014-04-20,0,0,1,0,0,vergne,1990-04-25,French,toro_rosso,9,12,4.0,0.0,13.0,8.0,0,7,7.0,0.0,7.0,01:56.8
77,2014,4,shanghai,2014-04-20,0,0,1,0,0,kevin_magnussen,1992-10-05,Danish,mclaren,15,13,20.0,0.0,7.0,43.0,0,5,43.0,0.0,3.0,01:57.7
78,2014,4,shanghai,2014-04-20,0,0,1,0,0,maldonado,1985-03-09,Venezuelan,lotus_f1,22,14,0.0,0.0,20.0,0.0,0,8,0.0,0.0,8.0,00:00.0
79,2014,4,shanghai,2014-04-20,0,0,1,0,0,massa,1981-04-25,Brazilian,williams,6,15,12.0,0.0,11.0,36.0,0,6,30.0,0.0,6.0,01:56.1
80,2014,4,shanghai,2014-04-20,0,0,1,0,0,gutierrez,1991-08-05,Mexican,sauber,17,16,0.0,0.0,17.0,0.0,0,9,0.0,0.0,9.0,01:59.0
81,2014,4,shanghai,2014-04-20,0,0,1,0,0,jules_bianchi,1989-08-03,French,marussia,19,17,0.0,0.0,22.0,0.0,0,10,0.0,0.0,10.0,01:59.3
82,2014,4,shanghai,2014-04-20,0,0,1,0,0,kobayashi,1986-09-13,Japanese,caterham,18,18,0.0,0.0,19.0,0.0,0,11,0.0,0.0,11.0,01:59.3
83,2014,4,shanghai,2014-04-20,0,0,1,0,0,chilton,1991-04-21,British,marussia,21,19,0.0,0.0,18.0,0.0,0,10,0.0,0.0,10.0,02:00.9
84,2014,4,shanghai,2014-04-20,0,0,1,0,0,ericsson,1990-09-02,Swedish,caterham,20,20,0.0,0.0,21.0,0.0,0,11,0.0,0.0,11.0,02:00.6
85,2014,4,shanghai,2014-04-20,0,0,1,0,0,grosjean,1986-04-17,French,lotus_f1,10,21,0.0,0.0,15.0,0.0,0,8,0.0,0.0,8.0,01:57.1
86,2014,4,shanghai,2014-04-20,0,0,1,0,0,sutil,1983-01-11,German,sauber,14,22,0.0,0.0,16.0,0.0,0,9,0.0,0.0,9.0,01:57.4
87,2014,5,catalunya,2014-05-11,1,0,0,0,0,hamilton,1985-01-07,British,mercedes,1,1,75.0,3.0,2.0,197.0,5,1,154.0,4.0,1.0,01:25.2
88,2014,5,catalunya,2014-05-11,1,0,0,0,0,rosberg,1985-06-27,German,mercedes,2,2,79.0,1.0,1.0,197.0,5,1,154.0,4.0,1.0,01:25.4
89,2014,5,catalunya,2014-05-11,1,0,0,0,0,ricciardo,1989-07-01,Australian,red_bull,3,3,24.0,0.0,6.0,84.0,0,2,57.0,0.0,2.0,01:26.3
90,2014,5,catalunya,2014-05-11,1,0,0,0,0,vettel,1987-07-03,German,red_bull,15,4,33.0,0.0,5.0,84.0,0,2,57.0,0.0,2.0,
91,2014,5,catalunya,2014-05-11,1,0,0,0,0,bottas,1989-08-28,Finnish,williams,4,5,24.0,0.0,7.0,46.0,0,5,36.0,0.0,6.0,01:26.6
92,2014,5,catalunya,2014-05-11,1,0,0,0,0,alonso,1981-07-29,Spanish,ferrari,7,6,41.0,0.0,3.0,66.0,0,3,52.0,0.0,4.0,01:27.1
93,2014,5,catalunya,2014-05-11,1,0,0,0,0,raikkonen,1979-10-17,Finnish,ferrari,6,7,11.0,0.0,12.0,66.0,0,3,52.0,0.0,4.0,01:27.1
94,2014,5,catalunya,2014-05-11,1,0,0,0,0,grosjean,1986-04-17,French,lotus_f1,5,8,0.0,0.0,15.0,4.0,0,8,0.0,0.0,8.0,01:27.0
95,2014,5,catalunya,2014-05-11,1,0,0,0,0,perez,1990-01-26,Mexican,force_india,11,9,18.0,0.0,10.0,57.0,0,4,54.0,0.0,3.0,01:28.0
96,2014,5,catalunya,2014-05-11,1,0,0,0,0,hulkenberg,1987-08-19,German,force_india,10,10,36.0,0.0,4.0,57.0,0,4,54.0,0.0,3.0,01:27.7
97,2014,5,catalunya,2014-05-11,1,0,0,0,0,button,1980-01-19,British,mclaren,8,11,23.0,0.0,8.0,43.0,0,6,43.0,0.0,5.0,01:27.3
98,2014,5,catalunya,2014-05-11,1,0,0,0,0,kevin_magnussen,1992-10-05,Danish,mclaren,14,12,20.0,0.0,9.0,43.0,0,6,43.0,0.0,5.0,
99,2014,5,catalunya,2014-05-11,1,0,0,0,0,massa,1981-04-25,Brazilian,williams,9,13,12.0,0.0,11.0,46.0,0,5,36.0,0.0,6.0,01:27.4
100,2014,5,catalunya,2014-05-11,1,0,0,0,0,kvyat,1994-04-26,Russian,toro_rosso,12,14,4.0,0.0,14.0,8.0,0,7,8.0,0.0,7.0,01:28.0
101,2014,5,catalunya,2014-05-11,1,0,0,0,0,maldonado,1985-03-09,Venezuelan,lotus_f1,22,15,0.0,0.0,20.0,4.0,0,8,0.0,0.0,8.0,00:00.0
102,2014,5,catalunya,2014-05-11,1,0,0,0,0,gutierrez,1991-08-05,Mexican,sauber,13,16,0.0,0.0,17.0,0.0,0,9,0.0,0.0,9.0,01:28.3
103,2014,5,catalunya,2014-05-11,1,0,0,0,0,sutil,1983-01-11,German,sauber,16,17,0.0,0.0,16.0,0.0,0,9,0.0,0.0,9.0,01:28.6
104,2014,5,catalunya,2014-05-11,1,0,0,0,0,jules_bianchi,1989-08-03,French,marussia,18,18,0.0,0.0,22.0,0.0,0,10,0.0,0.0,10.0,01:30.2
105,2014,5,catalunya,2014-05-11,1,0,0,0,0,chilton,1991-04-21,British,marussia,17,19,0.0,0.0,18.0,0.0,0,10,0.0,0.0,10.0,01:29.6
106,2014,5,catalunya,2014-05-11,1,0,0,0,0,ericsson,1990-09-02,Swedish,caterham,19,20,0.0,0.0,21.0,0.0,0,11,0.0,0.0,11.0,01:30.3
107,2014,5,catalunya,2014-05-11,1,0,0,0,0,kobayashi,1986-09-13,Japanese,caterham,20,21,0.0,0.0,19.0,0.0,0,11,0.0,0.0,11.0,01:30.4
108,2014,5,catalunya,2014-05-11,1,0,0,0,0,vergne,1990-04-25,French,toro_rosso,21,22,4.0,0.0,13.0,8.0,0,7,8.0,0.0,7.0,00:00.0
109,2014,6,monaco,2014-05-25,0,0,0,0,0,rosberg,1985-06-27,German,mercedes,1,1,97.0,1.0,2.0,240.0,6,1,197.0,5.0,1.0,01:16.0
110,2014,6,monaco,2014-05-25,0,0,0,0,0,hamilton,1985-01-07,British,mercedes,2,2,100.0,4.0,1.0,240.0,6,1,197.0,5.0,1.0,01:16.0
111,2014,6,monaco,2014-05-25,0,0,0,0,0,ricciardo,1989-07-01,Australian,red_bull,3,3,39.0,0.0,5.0,99.0,0,2,84.0,0.0,2.0,01:16.4
112,2014,6,monaco,2014-05-25,0,0,0,0,0,alonso,1981-07-29,Spanish,ferrari,5,4,49.0,0.0,3.0,78.0,0,3,66.0,0.0,3.0,01:16.7
113,2014,6,monaco,2014-05-25,0,0,0,0,0,hulkenberg,1987-08-19,German,force_india,11,5,37.0,0.0,6.0,67.0,0,4,57.0,0.0,4.0,01:17.8
114,2014,6,monaco,2014-05-25,0,0,0,0,0,button,1980-01-19,British,mclaren,12,6,23.0,0.0,8.0,52.0,0,5,43.0,0.0,6.0,01:18.0
115,2014,6,monaco,2014-05-25,0,0,0,0,0,massa,1981-04-25,Brazilian,williams,16,7,12.0,0.0,12.0,52.0,0,6,46.0,0.0,5.0,
116,2014,6,monaco,2014-05-25,0,0,0,0,0,grosjean,1986-04-17,French,lotus_f1,14,8,4.0,0.0,13.0,8.0,0,7,4.0,0.0,8.0,01:18.2
117,2014,6,monaco,2014-05-25,0,0,0,0,0,jules_bianchi,1989-08-03,French,marussia,21,9,0.0,0.0,22.0,2.0,0,9,0.0,0.0,10.0,01:19.3
118,2014,6,monaco,2014-05-25,0,0,0,0,0,kevin_magnussen,1992-10-05,Danish,mclaren,8,10,20.0,0.0,9.0,52.0,0,5,43.0,0.0,6.0,01:17.6
119,2014,6,monaco,2014-05-25,0,0,0,0,0,raikkonen,1979-10-17,Finnish,ferrari,6,12,17.0,0.0,11.0,78.0,0,3,66.0,0.0,3.0,01:17.4
120,2014,6,monaco,2014-05-25,0,0,0,0,0,kobayashi,1986-09-13,Japanese,caterham,20,13,0.0,0.0,19.0,0.0,0,11,0.0,0.0,11.0,01:20.1
121,2014,6,monaco,2014-05-25,0,0,0,0,0,chilton,1991-04-21,British,marussia,19,14,0.0,0.0,18.0,2.0,0,9,0.0,0.0,10.0,01:19.9
122,2014,6,monaco,2014-05-25,0,0,0,0,0,gutierrez,1991-08-05,Mexican,sauber,17,15,0.0,0.0,17.0,0.0,0,10,0.0,0.0,9.0,01:18.7
123,2014,6,monaco,2014-05-25,0,0,0,0,0,bottas,1989-08-28,Finnish,williams,13,16,34.0,0.0,7.0,52.0,0,6,46.0,0.0,5.0,01:18.1
124,2014,6,monaco,2014-05-25,0,0,0,0,0,vergne,1990-04-25,French,toro_rosso,7,17,4.0,0.0,14.0,8.0,0,8,8.0,0.0,7.0,01:17.5
125,2014,6,monaco,2014-05-25,0,0,0,0,0,sutil,1983-01-11,German,sauber,18,18,0.0,0.0,16.0,0.0,0,10,0.0,0.0,9.0,01:18.7
126,2014,6,monaco,2014-05-25,0,0,0,0,0,kvyat,1994-04-26,Russian,toro_rosso,9,19,4.0,0.0,15.0,8.0,0,8,8.0,0.0,7.0,01:18.1
127,2014,6,monaco,2014-05-25,0,0,0,0,0,vettel,1987-07-03,German,red_bull,4,20,45.0,0.0,4.0,99.0,0,2,84.0,0.0,2.0,01:16.5
128,2014,6,monaco,2014-05-25,0,0,0,0,0,perez,1990-01-26,Mexican,force_india,10,21,20.0,0.0,10.0,67.0,0,4,57.0,0.0,4.0,01:18.3
129,2014,6,monaco,2014-05-25,0,0,0,0,0,maldonado,1985-03-09,Venezuelan,lotus_f1,15,22,0.0,0.0,20.0,8.0,0,7,4.0,0.0,8.0,01:18.4
130,2014,7,villeneuve,2014-06-08,0,0,0,0,0,ricciardo,1989-07-01,Australian,red_bull,6,1,54.0,0.0,4.0,139.0,1,2,99.0,0.0,2.0,01:15.6
131,2014,7,villeneuve,2014-06-08,0,0,0,0,0,rosberg,1985-06-27,German,mercedes,1,2,122.0,2.0,1.0,258.0,6,1,240.0,6.0,1.0,01:14.9
132,2014,7,villeneuve,2014-06-08,0,0,0,0,0,vettel,1987-07-03,German,red_bull,3,3,45.0,0.0,6.0,139.0,1,2,99.0,0.0,2.0,01:15.5
133,2014,7,villeneuve,2014-06-08,0,0,0,0,0,button,1980-01-19,British,mclaren,9,4,31.0,0.0,8.0,66.0,0,5,52.0,0.0,5.0,01:16.2
134,2014,7,villeneuve,2014-06-08,0,0,0,0,0,hulkenberg,1987-08-19,German,force_india,11,5,47.0,0.0,5.0,77.0,0,4,67.0,0.0,4.0,01:16.3
135,2014,7,villeneuve,2014-06-08,0,0,0,0,0,alonso,1981-07-29,Spanish,ferrari,7,6,61.0,0.0,3.0,87.0,0,3,78.0,0.0,3.0,01:15.8
136,2014,7,villeneuve,2014-06-08,0,0,0,0,0,bottas,1989-08-28,Finnish,williams,4,7,34.0,0.0,7.0,58.0,0,6,52.0,0.0,6.0,01:15.6
137,2014,7,villeneuve,2014-06-08,0,0,0,0,0,vergne,1990-04-25,French,toro_rosso,8,8,4.0,0.0,14.0,12.0,0,7,8.0,0.0,8.0,01:16.2
138,2014,7,villeneuve,2014-06-08,0,0,0,0,0,kevin_magnussen,1992-10-05,Danish,mclaren,12,9,21.0,0.0,9.0,66.0,0,5,52.0,0.0,5.0,01:16.3
139,2014,7,villeneuve,2014-06-08,0,0,0,0,0,raikkonen,1979-10-17,Finnish,ferrari,10,10,17.0,0.0,12.0,87.0,0,3,78.0,0.0,3.0,01:16.2
140,2014,7,villeneuve,2014-06-08,0,0,0,0,0,perez,1990-01-26,Mexican,force_india,13,11,20.0,0.0,10.0,77.0,0,4,67.0,0.0,4.0,01:16.5
141,2014,7,villeneuve,2014-06-08,0,0,0,0,0,massa,1981-04-25,Brazilian,williams,5,12,18.0,0.0,11.0,58.0,0,6,52.0,0.0,6.0,01:15.6
142,2014,7,villeneuve,2014-06-08,0,0,0,0,0,sutil,1983-01-11,German,sauber,16,13,0.0,0.0,18.0,0.0,0,10,0.0,0.0,10.0,01:17.3
143,2014,7,villeneuve,2014-06-08,0,0,0,0,0,grosjean,1986-04-17,French,lotus_f1,14,15,8.0,0.0,13.0,8.0,0,8,8.0,0.0,7.0,01:16.7
144,2014,7,villeneuve,2014-06-08,0,0,0,0,0,kvyat,1994-04-26,Russian,toro_rosso,15,16,4.0,0.0,15.0,12.0,0,7,8.0,0.0,8.0,01:16.7
145,2014,7,villeneuve,2014-06-08,0,0,0,0,0,hamilton,1985-01-07,British,mercedes,2,17,118.0,4.0,2.0,258.0,6,1,240.0,6.0,1.0,01:15.0
146,2014,7,villeneuve,2014-06-08,0,0,0,0,0,kobayashi,1986-09-13,Japanese,caterham,21,18,0.0,0.0,21.0,0.0,0,11,0.0,0.0,11.0,01:19.3
147,2014,7,villeneuve,2014-06-08,0,0,0,0,0,maldonado,1985-03-09,Venezuelan,lotus_f1,17,19,0.0,0.0,22.0,8.0,0,8,8.0,0.0,7.0,01:18.3
148,2014,7,villeneuve,2014-06-08,0,0,0,0,0,ericsson,1990-09-02,Swedish,caterham,20,20,0.0,0.0,17.0,0.0,0,11,0.0,0.0,11.0,01:19.8
149,2014,7,villeneuve,2014-06-08,0,0,0,0,0,chilton,1991-04-21,British,marussia,18,21,0.0,0.0,20.0,2.0,0,9,2.0,0.0,9.0,01:18.3
150,2014,7,villeneuve,2014-06-08,0,0,0,0,0,jules_bianchi,1989-08-03,French,marussia,19,22,2.0,0.0,16.0,2.0,0,9,2.0,0.0,9.0,01:18.4
